longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,pop_per_household,bedrooms_per_room
-118.32,33.9,36.0,1520.0,300.0,831.0,291.0,4.0473,212100.0,<1H OCEAN,5.223367697594502,2.855670103092784,0.1973684210526315
-118.32,33.9,36.0,1741.0,412.0,1245.0,423.0,4.1344,210300.0,<1H OCEAN,4.115839243498818,2.9432624113475176,0.2366456059735784
-118.32,33.9,37.0,1664.0,401.0,1316.0,409.0,3.0526,216400.0,<1H OCEAN,4.068459657701712,3.21760391198044,0.2409855769230769
-118.32,33.89,45.0,1928.0,453.0,1323.0,458.0,4.2813,210100.0,<1H OCEAN,4.209606986899563,2.888646288209607,0.2349585062240664
-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,5.1669,220600.0,<1H OCEAN,5.220883534136546,2.791164658634538,0.1938461538461538
-118.32,33.89,34.0,2675.0,560.0,1270.0,492.0,4.5053,242000.0,<1H OCEAN,5.436991869918699,2.5813008130081303,0.2093457943925233
-118.33,33.9,21.0,6603.0,1984.0,5546.0,1745.0,2.6091,163900.0,<1H OCEAN,3.7839541547277937,3.1782234957020057,0.3004694835680751
-118.34,33.9,23.0,2395.0,498.0,1309.0,493.0,4.9779,224600.0,<1H OCEAN,4.858012170385395,2.655172413793104,0.2079331941544885
-118.34,33.9,37.0,542.0,105.0,355.0,118.0,5.5133,227300.0,<1H OCEAN,4.593220338983051,3.0084745762711864,0.1937269372693727
-118.34,33.9,36.0,1158.0,219.0,628.0,253.0,4.7426,242700.0,<1H OCEAN,4.5770750988142295,2.4822134387351777,0.1891191709844559
-118.34,33.9,36.0,1342.0,259.0,706.0,261.0,4.1776,236600.0,<1H OCEAN,5.14176245210728,2.7049808429118776,0.1929955290611028
-118.33,33.89,39.0,1880.0,361.0,982.0,357.0,4.1953,226900.0,<1H OCEAN,5.266106442577031,2.750700280112045,0.1920212765957447
-118.33,33.89,42.0,1816.0,338.0,897.0,306.0,5.1874,230800.0,<1H OCEAN,5.934640522875817,2.931372549019608,0.1861233480176211
-118.34,33.89,36.0,2392.0,444.0,1346.0,445.0,6.0088,245900.0,<1H OCEAN,5.3752808988764045,3.0247191011235954,0.1856187290969899
-118.34,33.89,36.0,2274.0,411.0,1232.0,423.0,5.373,244500.0,<1H OCEAN,5.375886524822695,2.912529550827424,0.1807387862796833
-118.35,33.9,13.0,2887.0,853.0,2197.0,800.0,2.8777,207900.0,<1H OCEAN,3.60875,2.74625,0.2954624177346727
-118.35,33.9,31.0,981.0,222.0,734.0,239.0,4.875,232400.0,<1H OCEAN,4.104602510460251,3.071129707112971,0.2262996941896024
-118.35,33.89,29.0,2940.0,708.0,2175.0,684.0,3.6486,229000.0,<1H OCEAN,4.298245614035087,3.179824561403509,0.2408163265306122
-118.35,33.89,34.0,1740.0,387.0,1249.0,375.0,4.1552,233900.0,<1H OCEAN,4.64,3.3306666666666667,0.2224137931034482
-118.36,33.9,41.0,1355.0,349.0,655.0,329.0,2.9551,205000.0,<1H OCEAN,4.11854103343465,1.990881458966565,0.2575645756457564
-118.35,33.9,22.0,1127.0,287.0,697.0,241.0,3.3971,220300.0,<1H OCEAN,4.676348547717843,2.892116182572614,0.2546583850931677
-118.35,33.89,30.0,1143.0,299.0,776.0,273.0,4.2829,240000.0,<1H OCEAN,4.186813186813187,2.8424908424908426,0.2615923009623797
-118.36,33.89,37.0,1719.0,426.0,1266.0,424.0,3.375,228000.0,<1H OCEAN,4.054245283018868,2.9858490566037736,0.2478184991273996
-118.36,33.89,34.0,760.0,174.0,723.0,198.0,5.3169,227600.0,<1H OCEAN,3.8383838383838382,3.651515151515152,0.2289473684210526
-118.36,33.9,18.0,3380.0,922.0,2276.0,854.0,4.0727,214000.0,<1H OCEAN,3.957845433255269,2.6651053864168617,0.2727810650887574
-118.36,33.89,27.0,2837.0,684.0,2141.0,648.0,3.1325,215000.0,<1H OCEAN,4.378086419753086,3.3040123456790123,0.2410997532604864
-118.36,33.88,33.0,2408.0,534.0,1644.0,523.0,4.2454,236800.0,<1H OCEAN,4.604206500956023,3.1434034416826004,0.2217607973421927
-118.36,33.88,28.0,1313.0,319.0,827.0,308.0,2.65,260800.0,<1H OCEAN,4.262987012987013,2.685064935064935,0.2429550647372429
-118.36,33.88,25.0,2845.0,710.0,1611.0,628.0,3.2049,267400.0,<1H OCEAN,4.530254777070064,2.565286624203821,0.2495606326889279
-118.36,33.88,22.0,1388.0,336.0,930.0,287.0,2.7981,275000.0,<1H OCEAN,4.83623693379791,3.240418118466899,0.2420749279538905
-118.36,33.88,26.0,1375.0,286.0,829.0,278.0,3.9844,230700.0,<1H OCEAN,4.946043165467626,2.9820143884892087,0.208
-118.35,33.89,25.0,1769.0,440.0,1371.0,414.0,3.0833,232700.0,<1H OCEAN,4.2729468599033815,3.3115942028985508,0.248728094968909
-118.35,33.88,36.0,1583.0,411.0,1097.0,350.0,4.0737,238200.0,<1H OCEAN,4.522857142857143,3.1342857142857143,0.2596336070751737
-118.34,33.88,42.0,725.0,183.0,493.0,172.0,3.2589,233300.0,<1H OCEAN,4.215116279069767,2.866279069767442,0.2524137931034483
-118.35,33.88,44.0,822.0,180.0,480.0,177.0,4.4,225800.0,<1H OCEAN,4.6440677966101696,2.711864406779661,0.218978102189781
-118.35,33.88,36.0,1567.0,362.0,1054.0,386.0,3.2594,233900.0,<1H OCEAN,4.05958549222798,2.7305699481865284,0.2310146777281429
-118.35,33.88,25.0,1459.0,362.0,1150.0,354.0,3.35,237500.0,<1H OCEAN,4.121468926553672,3.248587570621469,0.2481151473612063
-118.3,33.74,40.0,1896.0,416.0,950.0,383.0,2.425,255000.0,NEAR OCEAN,4.950391644908616,2.480417754569191,0.2194092827004219
-118.3,33.74,28.0,1065.0,215.0,887.0,217.0,3.9375,270500.0,NEAR OCEAN,4.907834101382488,4.087557603686636,0.2018779342723004
-118.39,33.92,41.0,80.0,20.0,61.0,23.0,5.25,247200.0,<1H OCEAN,3.4782608695652173,2.652173913043478,0.25
-118.4,33.92,25.0,1453.0,271.0,695.0,283.0,5.9499,345800.0,<1H OCEAN,5.134275618374558,2.45583038869258,0.1865106675843083
-118.4,33.92,32.0,2828.0,629.0,1313.0,534.0,4.5987,363800.0,<1H OCEAN,5.295880149812734,2.458801498127341,0.2224186704384724
-118.4,33.93,35.0,2217.0,447.0,1000.0,450.0,4.7319,376100.0,<1H OCEAN,4.926666666666667,2.2222222222222223,0.2016238159675236
-118.41,33.93,38.0,3328.0,625.0,1455.0,619.0,5.0596,363900.0,<1H OCEAN,5.376413570274637,2.3505654281098547,0.1878004807692307
-118.41,33.92,32.0,2590.0,607.0,1132.0,555.0,4.2333,358000.0,<1H OCEAN,4.666666666666667,2.03963963963964,0.2343629343629343
-118.41,33.92,22.0,2340.0,584.0,1141.0,554.0,4.5729,337500.0,<1H OCEAN,4.223826714801444,2.05956678700361,0.2495726495726495
-118.41,33.93,22.0,2514.0,605.0,1225.0,568.0,4.1818,339700.0,<1H OCEAN,4.426056338028169,2.1566901408450705,0.2406523468575974
-118.41,33.92,38.0,1437.0,272.0,590.0,250.0,5.2338,358000.0,<1H OCEAN,5.748,2.36,0.1892832289491997
-118.41,33.92,29.0,1436.0,401.0,674.0,343.0,3.6389,275000.0,<1H OCEAN,4.186588921282799,1.9650145772594751,0.2792479108635097
-118.42,33.92,25.0,3521.0,852.0,1524.0,764.0,3.8086,361300.0,<1H OCEAN,4.608638743455497,1.9947643979057592,0.2419767111616018
-118.42,33.92,41.0,1621.0,279.0,756.0,277.0,5.0594,346000.0,<1H OCEAN,5.851985559566787,2.729241877256318,0.1721159777914867
-118.42,33.93,39.0,2988.0,605.0,1466.0,610.0,4.9286,341400.0,<1H OCEAN,4.898360655737705,2.40327868852459,0.2024765729585006
-118.42,33.93,28.0,4603.0,993.0,2191.0,943.0,4.5743,382200.0,<1H OCEAN,4.881230116648992,2.323435843054083,0.2157288724744731
-118.42,33.9,29.0,1929.0,523.0,686.0,455.0,5.5347,500001.0,<1H OCEAN,4.23956043956044,1.5076923076923077,0.2711249351995853
-118.43,33.9,27.0,1536.0,377.0,553.0,326.0,5.4088,500001.0,<1H OCEAN,4.711656441717792,1.696319018404908,0.2454427083333333
-118.4,33.9,34.0,2674.0,435.0,1087.0,431.0,7.3151,492200.0,<1H OCEAN,6.204176334106728,2.5220417633410674,0.162677636499626
-118.4,33.9,37.0,2458.0,400.0,920.0,375.0,7.8924,500001.0,<1H OCEAN,6.554666666666667,2.453333333333333,0.16273393002441
-118.41,33.9,39.0,2311.0,404.0,1044.0,380.0,8.468,472100.0,<1H OCEAN,6.081578947368421,2.747368421052632,0.1748160969277369
-118.41,33.9,39.0,2040.0,336.0,926.0,351.0,7.5552,500001.0,<1H OCEAN,5.811965811965812,2.6381766381766383,0.1647058823529411
-118.44,33.88,35.0,2020.0,451.0,724.0,399.0,6.6494,500001.0,NEAR OCEAN,5.06265664160401,1.8145363408521304,0.2232673267326732
-118.42,33.9,37.0,1576.0,345.0,662.0,340.0,5.308,500001.0,<1H OCEAN,4.635294117647059,1.947058823529412,0.2189086294416243
-118.42,33.9,43.0,1394.0,321.0,552.0,296.0,5.9596,500001.0,<1H OCEAN,4.70945945945946,1.864864864864865,0.2302725968436155
-118.41,33.89,31.0,1428.0,320.0,677.0,331.0,7.2316,500001.0,<1H OCEAN,4.314199395770393,2.0453172205438066,0.2240896358543417
-118.41,33.89,35.0,1194.0,292.0,507.0,295.0,9.0812,500001.0,<1H OCEAN,4.047457627118644,1.7186440677966102,0.2445561139028475
-118.41,33.89,38.0,4166.0,828.0,1600.0,770.0,6.3861,500001.0,<1H OCEAN,5.41038961038961,2.0779220779220777,0.1987518002880461
-118.41,33.89,34.0,2959.0,639.0,1143.0,593.0,6.348,500001.0,<1H OCEAN,4.989881956155143,1.9274873524451936,0.2159513349104427
-118.41,33.89,31.0,702.0,161.0,236.0,144.0,5.0497,500001.0,<1H OCEAN,4.875,1.6388888888888888,0.2293447293447293
-118.4,33.9,38.0,2868.0,466.0,1098.0,438.0,7.9059,477100.0,<1H OCEAN,6.5479452054794525,2.506849315068493,0.1624825662482566
-118.4,33.89,36.0,2334.0,430.0,1033.0,407.0,6.6321,481500.0,<1H OCEAN,5.7346437346437344,2.538083538083538,0.1842330762639246
-118.4,33.89,31.0,2926.0,492.0,1149.0,476.0,7.9611,500001.0,<1H OCEAN,6.147058823529412,2.4138655462184877,0.1681476418318523
-118.4,33.89,36.0,2127.0,314.0,807.0,306.0,8.1596,500001.0,<1H OCEAN,6.950980392156863,2.6372549019607843,0.1476257639868359
-118.39,33.9,7.0,4314.0,725.0,1699.0,718.0,8.2037,500001.0,<1H OCEAN,6.008356545961003,2.3662952646239552,0.1680574872508113
-118.38,33.89,35.0,1778.0,330.0,732.0,312.0,6.5745,379300.0,<1H OCEAN,5.698717948717949,2.3461538461538463,0.1856017997750281
-118.39,33.89,30.0,2532.0,464.0,1056.0,419.0,6.3434,460400.0,<1H OCEAN,6.042959427207637,2.520286396181384,0.1832543443917851
-118.39,33.89,38.0,1851.0,332.0,750.0,314.0,7.3356,422700.0,<1H OCEAN,5.894904458598727,2.388535031847134,0.1793625067531064
-118.39,33.89,40.0,826.0,143.0,389.0,147.0,7.1845,438100.0,<1H OCEAN,5.619047619047619,2.6462585034013606,0.1731234866828087
-118.36,33.89,40.0,756.0,122.0,371.0,130.0,5.0299,329200.0,<1H OCEAN,5.815384615384615,2.853846153846154,0.1613756613756613
-118.36,33.88,44.0,1362.0,237.0,709.0,247.0,4.4271,336200.0,<1H OCEAN,5.51417004048583,2.8704453441295548,0.1740088105726872
-118.37,33.88,44.0,1325.0,245.0,669.0,253.0,4.4211,324000.0,<1H OCEAN,5.237154150197629,2.644268774703557,0.1849056603773584
-118.37,33.88,21.0,966.0,172.0,417.0,158.0,5.5335,342600.0,<1H OCEAN,6.113924050632911,2.6392405063291138,0.1780538302277432
-118.38,33.88,33.0,1313.0,244.0,561.0,217.0,5.2999,359400.0,<1H OCEAN,6.050691244239632,2.585253456221198,0.1858339680121858
-118.37,33.89,21.0,2696.0,548.0,1142.0,473.0,5.6091,356800.0,<1H OCEAN,5.6997885835095135,2.4143763213530653,0.2032640949554896
-118.37,33.88,20.0,2439.0,474.0,1219.0,497.0,5.9619,335900.0,<1H OCEAN,4.907444668008048,2.4527162977867203,0.1943419434194342
-118.36,33.88,31.0,2518.0,543.0,1107.0,508.0,4.7404,295800.0,<1H OCEAN,4.956692913385827,2.1791338582677167,0.2156473391580619
-118.36,33.87,19.0,2512.0,575.0,1275.0,544.0,4.9375,293000.0,<1H OCEAN,4.617647058823529,2.34375,0.2289012738853503
-118.37,33.87,19.0,757.0,148.0,361.0,141.0,6.02,304200.0,<1H OCEAN,5.368794326241135,2.5602836879432624,0.1955085865257596
-118.37,33.88,27.0,1688.0,331.0,811.0,327.0,4.5357,334200.0,<1H OCEAN,5.162079510703364,2.4801223241590216,0.1960900473933649
-118.38,33.87,27.0,2287.0,491.0,1101.0,466.0,4.675,316900.0,<1H OCEAN,4.907725321888412,2.3626609442060085,0.214691735898557
-118.38,33.88,27.0,3039.0,606.0,1421.0,564.0,5.5771,345500.0,<1H OCEAN,5.388297872340425,2.519503546099291,0.1994076999012833
-118.37,33.88,26.0,2620.0,530.0,1282.0,525.0,4.4828,340700.0,<1H OCEAN,4.990476190476191,2.441904761904762,0.2022900763358778
-118.36,33.87,17.0,1082.0,291.0,598.0,281.0,3.9868,281900.0,<1H OCEAN,3.850533807829181,2.1281138790035588,0.2689463955637708
-118.36,33.87,22.0,2114.0,541.0,1300.0,538.0,3.4208,290000.0,<1H OCEAN,3.929368029739777,2.41635687732342,0.2559129612109744
-118.37,33.87,18.0,2516.0,485.0,1128.0,433.0,5.0114,338600.0,<1H OCEAN,5.810623556581986,2.605080831408776,0.1927662957074721
-118.37,33.87,13.0,2907.0,726.0,1573.0,694.0,3.5048,294000.0,<1H OCEAN,4.188760806916426,2.26657060518732,0.2497420020639834
-118.36,33.86,35.0,2126.0,434.0,1044.0,433.0,5.5456,297400.0,<1H OCEAN,4.909930715935335,2.4110854503464205,0.2041392285983067
-118.36,33.86,37.0,1768.0,314.0,802.0,290.0,5.0784,295900.0,<1H OCEAN,6.096551724137931,2.7655172413793103,0.1776018099547511
-118.36,33.86,34.0,1865.0,345.0,963.0,302.0,5.543,305900.0,<1H OCEAN,6.175496688741722,3.1887417218543046,0.1849865951742627
-118.37,33.86,28.0,2685.0,581.0,1243.0,529.0,4.119,324000.0,<1H OCEAN,5.075614366729679,2.349716446124764,0.2163873370577281
-118.37,33.87,23.0,1829.0,331.0,891.0,356.0,6.5755,359900.0,<1H OCEAN,5.137640449438202,2.502808988764045,0.1809732094040459
-118.38,33.87,21.0,4151.0,1018.0,2054.0,925.0,4.9821,292900.0,<1H OCEAN,4.487567567567568,2.2205405405405405,0.245242110334859
-118.38,33.87,17.0,2791.0,579.0,1467.0,583.0,5.7415,321900.0,<1H OCEAN,4.787307032590052,2.516295025728988,0.2074525259763525
-118.38,33.87,23.0,2387.0,418.0,1008.0,415.0,5.8518,337900.0,<1H OCEAN,5.751807228915663,2.4289156626506023,0.1751152073732718
-118.39,33.87,19.0,3303.0,584.0,1329.0,569.0,7.521,340400.0,<1H OCEAN,5.804920913884007,2.335676625659051,0.1768089615501059
-118.38,33.86,12.0,4235.0,735.0,1798.0,683.0,6.4242,365500.0,<1H OCEAN,6.200585651537335,2.6325036603221084,0.1735537190082644
-118.38,33.86,29.0,2787.0,475.0,1182.0,444.0,6.7613,352700.0,<1H OCEAN,6.277027027027027,2.6621621621621623,0.1704341585934697
-118.38,33.86,24.0,3124.0,560.0,1312.0,542.0,6.3021,333800.0,<1H OCEAN,5.763837638376383,2.4206642066420665,0.1792573623559539
-118.38,33.86,15.0,1778.0,311.0,908.0,330.0,7.674,329300.0,<1H OCEAN,5.387878787878788,2.7515151515151515,0.1749156355455568
-118.38,33.87,33.0,1993.0,371.0,918.0,361.0,6.9021,337600.0,<1H OCEAN,5.520775623268698,2.542936288088643,0.1861515303562468
-118.38,33.88,39.0,1489.0,282.0,743.0,270.0,4.8611,456100.0,<1H OCEAN,5.514814814814815,2.751851851851852,0.1893888515782404
-118.38,33.88,34.0,1830.0,315.0,822.0,307.0,5.0602,453700.0,<1H OCEAN,5.960912052117264,2.6775244299674266,0.1721311475409836
-118.39,33.88,33.0,2496.0,387.0,1098.0,404.0,7.6685,474300.0,<1H OCEAN,6.178217821782178,2.717821782178218,0.1550480769230769
-118.39,33.88,34.0,1973.0,367.0,843.0,345.0,6.077,472700.0,<1H OCEAN,5.718840579710145,2.4434782608695653,0.1860111505321844
-118.39,33.88,33.0,2543.0,439.0,1098.0,416.0,5.9683,495500.0,<1H OCEAN,6.112980769230769,2.639423076923077,0.1726307510813999
-118.39,33.88,31.0,1448.0,244.0,607.0,259.0,8.1513,500001.0,<1H OCEAN,5.590733590733591,2.343629343629344,0.1685082872928177
-118.39,33.88,35.0,1267.0,216.0,521.0,191.0,6.0441,470000.0,<1H OCEAN,6.633507853403142,2.7277486910994764,0.170481452249408
-118.38,33.88,36.0,2501.0,443.0,1031.0,422.0,4.75,442100.0,<1H OCEAN,5.92654028436019,2.443127962085308,0.1771291483406637
-118.4,33.88,36.0,3022.0,482.0,1278.0,494.0,7.2651,500001.0,<1H OCEAN,6.117408906882591,2.587044534412956,0.1594970218398411
-118.4,33.88,36.0,1543.0,214.0,474.0,187.0,9.3399,500001.0,<1H OCEAN,8.251336898395722,2.53475935828877,0.1386908619572261
-118.4,33.88,35.0,1753.0,296.0,615.0,275.0,7.5,500001.0,<1H OCEAN,6.374545454545455,2.2363636363636363,0.1688533941814033
-118.41,33.88,34.0,540.0,107.0,213.0,104.0,6.3403,500001.0,<1H OCEAN,5.1923076923076925,2.048076923076923,0.1981481481481481
-118.4,33.88,35.0,1060.0,191.0,444.0,196.0,8.0015,500001.0,<1H OCEAN,5.408163265306122,2.26530612244898,0.180188679245283
-118.41,33.88,43.0,2492.0,449.0,1033.0,437.0,7.9614,500001.0,<1H OCEAN,5.702517162471396,2.3638443935926774,0.1801765650080256
-118.41,33.88,40.0,925.0,254.0,371.0,227.0,5.2533,500001.0,<1H OCEAN,4.07488986784141,1.6343612334801765,0.2745945945945946
-118.41,33.88,34.0,1471.0,308.0,498.0,264.0,7.0842,500001.0,<1H OCEAN,5.571969696969697,1.8863636363636365,0.2093813732154996
-118.43,33.87,41.0,847.0,173.0,344.0,170.0,6.822,500001.0,NEAR OCEAN,4.982352941176471,2.023529411764706,0.204250295159386
-118.4,33.87,26.0,6712.0,1441.0,2803.0,1394.0,5.2276,434500.0,<1H OCEAN,4.814921090387374,2.0107604017216643,0.2146901072705602
-118.39,33.87,34.0,2395.0,469.0,1087.0,438.0,5.9683,394600.0,<1H OCEAN,5.468036529680365,2.481735159817352,0.1958246346555323
-118.43,33.86,34.0,358.0,87.0,162.0,84.0,7.1264,500001.0,NEAR OCEAN,4.261904761904762,1.9285714285714288,0.2430167597765363
-118.4,33.88,42.0,1516.0,341.0,634.0,327.0,6.2356,472700.0,<1H OCEAN,4.636085626911315,1.9388379204892967,0.224934036939314
-118.4,33.87,40.0,1679.0,372.0,719.0,385.0,6.435,479500.0,<1H OCEAN,4.361038961038961,1.867532467532468,0.2215604526503871
-118.4,33.87,38.0,2398.0,431.0,911.0,392.0,5.2319,500001.0,<1H OCEAN,6.11734693877551,2.3239795918367347,0.1797331109257715
-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,500001.0,<1H OCEAN,4.434322033898305,1.7838983050847457,0.2374581939799331
-118.4,33.87,34.0,3145.0,786.0,1352.0,727.0,5.0976,469800.0,<1H OCEAN,4.325997248968363,1.8596973865199449,0.2499205087440381
-118.4,33.87,45.0,2181.0,505.0,965.0,471.0,5.3816,500001.0,<1H OCEAN,4.630573248407643,2.0488322717622083,0.2315451627693718
-118.39,33.86,34.0,2361.0,442.0,915.0,437.0,5.687,392400.0,<1H OCEAN,5.4027459954233406,2.093821510297482,0.1872088098263447
-118.39,33.86,28.0,3619.0,764.0,1735.0,789.0,6.1404,368400.0,<1H OCEAN,4.58681875792142,2.198986058301648,0.2111080408952749
-118.39,33.86,24.0,2386.0,582.0,1152.0,568.0,4.8971,400700.0,<1H OCEAN,4.200704225352113,2.028169014084507,0.2439228834870075
-118.4,33.86,18.0,5152.0,1365.0,2286.0,1243.0,5.1677,380800.0,<1H OCEAN,4.144810941271119,1.839098954143202,0.264945652173913
-118.4,33.85,29.0,2085.0,533.0,919.0,489.0,5.6017,430000.0,<1H OCEAN,4.263803680981595,1.879345603271984,0.2556354916067146
-118.4,33.86,41.0,2237.0,597.0,938.0,523.0,4.7105,500001.0,<1H OCEAN,4.277246653919694,1.7934990439770555,0.2668752793920429
-118.42,33.85,43.0,1584.0,477.0,799.0,433.0,5.0322,435000.0,NEAR OCEAN,3.658198614318706,1.8452655889145495,0.3011363636363636
-118.38,33.85,28.0,4430.0,928.0,2131.0,885.0,4.9384,378100.0,<1H OCEAN,5.005649717514125,2.407909604519774,0.2094808126410835
-118.38,33.85,31.0,3533.0,729.0,1647.0,679.0,5.5843,384600.0,<1H OCEAN,5.203240058910162,2.425625920471281,0.2063402207755448
-118.39,33.85,24.0,4373.0,871.0,1830.0,824.0,5.7128,366200.0,<1H OCEAN,5.307038834951456,2.220873786407767,0.1991767665218385
-118.41,33.85,16.0,6123.0,1989.0,2853.0,1789.0,4.425,336400.0,NEAR OCEAN,3.422582448295137,1.5947456679709335,0.3248407643312102
-118.39,33.85,17.0,1610.0,379.0,670.0,341.0,4.3594,349000.0,<1H OCEAN,4.721407624633431,1.964809384164223,0.2354037267080745
-118.38,33.84,25.0,5775.0,1149.0,2637.0,1117.0,5.4968,379800.0,<1H OCEAN,5.170098478066249,2.360787824529991,0.1989610389610389
-118.38,33.83,20.0,2270.0,498.0,1070.0,521.0,4.4615,384800.0,<1H OCEAN,4.357005758157389,2.053742802303263,0.2193832599118942
-118.38,33.83,40.0,3070.0,570.0,1264.0,506.0,5.1626,432700.0,<1H OCEAN,6.067193675889328,2.49802371541502,0.1856677524429967
-118.38,33.84,26.0,2869.0,567.0,1157.0,538.0,6.0382,355300.0,<1H OCEAN,5.33271375464684,2.150557620817844,0.1976298361798536
-118.39,33.84,16.0,2472.0,572.0,965.0,529.0,5.137,348600.0,<1H OCEAN,4.67296786389414,1.8241965973534973,0.2313915857605178
-118.43,33.83,19.0,6206.0,1611.0,2455.0,1472.0,5.145,420200.0,NEAR OCEAN,4.216032608695652,1.6677989130434785,0.2595874959716403
-118.39,33.83,32.0,2075.0,539.0,954.0,519.0,5.637,500001.0,NEAR OCEAN,3.998073217726397,1.838150289017341,0.2597590361445783
-118.39,33.82,30.0,3433.0,918.0,1526.0,828.0,4.5817,500001.0,NEAR OCEAN,4.146135265700483,1.8429951690821256,0.2674046023885814
-118.43,33.82,34.0,2112.0,614.0,946.0,574.0,4.6048,500001.0,NEAR OCEAN,3.679442508710802,1.6480836236933798,0.2907196969696969
-118.37,33.82,32.0,2815.0,607.0,1338.0,609.0,4.5687,381200.0,<1H OCEAN,4.622331691297209,2.1970443349753697,0.2156305506216696
-118.38,33.82,35.0,3053.0,623.0,1311.0,589.0,5.1589,439200.0,NEAR OCEAN,5.183361629881155,2.225806451612903,0.2040615787749754
-118.38,33.82,38.0,1318.0,237.0,547.0,225.0,6.0308,416700.0,NEAR OCEAN,5.857777777777778,2.431111111111111,0.1798179059180576
-118.38,33.83,35.0,2152.0,454.0,902.0,414.0,4.5179,427200.0,<1H OCEAN,5.1980676328502415,2.178743961352657,0.2109665427509293
-118.31,33.88,33.0,2147.0,505.0,1371.0,498.0,2.4219,260700.0,<1H OCEAN,4.311244979919679,2.753012048192771,0.2352119236143456
-118.32,33.87,28.0,3763.0,762.0,1967.0,724.0,5.3244,271900.0,<1H OCEAN,5.197513812154696,2.7168508287292816,0.2024980069093808
-118.32,33.88,35.0,1818.0,339.0,828.0,319.0,4.3036,282100.0,<1H OCEAN,5.699059561128527,2.595611285266458,0.1864686468646864
-118.32,33.88,34.0,1803.0,341.0,947.0,333.0,5.5538,280300.0,<1H OCEAN,5.414414414414415,2.843843843843844,0.1891292290626733
-118.32,33.88,37.0,1402.0,254.0,722.0,251.0,6.4781,269000.0,<1H OCEAN,5.585657370517929,2.8764940239043826,0.181169757489301
-118.33,33.88,30.0,1856.0,444.0,899.0,435.0,3.1505,270000.0,<1H OCEAN,4.266666666666667,2.066666666666667,0.2392241379310344
-118.33,33.88,36.0,1271.0,346.0,811.0,345.0,3.2417,283300.0,<1H OCEAN,3.684057971014493,2.3507246376811595,0.2722265932336742
-118.33,33.87,44.0,724.0,133.0,373.0,133.0,3.9167,265600.0,<1H OCEAN,5.443609022556391,2.8045112781954886,0.1837016574585635
-118.34,33.87,28.0,4605.0,1188.0,2558.0,1093.0,3.6988,266600.0,<1H OCEAN,4.213174748398902,2.340347666971638,0.2579804560260586
-118.34,33.88,31.0,3122.0,727.0,1885.0,715.0,3.8657,298400.0,<1H OCEAN,4.366433566433567,2.636363636363636,0.2328635490070467
-118.31,33.87,27.0,3348.0,695.0,1545.0,625.0,4.7543,296300.0,<1H OCEAN,5.3568,2.472,0.2075866188769414
-118.31,33.86,29.0,2243.0,361.0,1051.0,352.0,6.6632,325200.0,<1H OCEAN,6.372159090909091,2.9857954545454546,0.1609451627284886
-118.32,33.86,32.0,3485.0,678.0,1715.0,649.0,4.6563,291700.0,<1H OCEAN,5.36979969183359,2.642526964560863,0.1945480631276901
-118.32,33.87,35.0,2380.0,404.0,1212.0,422.0,5.6254,283800.0,<1H OCEAN,5.639810426540285,2.8720379146919437,0.1697478991596638
-118.34,33.87,34.0,1069.0,217.0,601.0,212.0,4.6406,255900.0,<1H OCEAN,5.04245283018868,2.8349056603773586,0.2029934518241347
-118.33,33.87,36.0,2219.0,406.0,1219.0,403.0,4.2614,267100.0,<1H OCEAN,5.506203473945409,3.0248138957816377,0.1829652996845426
-118.33,33.87,35.0,743.0,128.0,385.0,137.0,6.4891,278100.0,<1H OCEAN,5.423357664233577,2.81021897810219,0.1722745625841184
-118.32,33.86,34.0,495.0,90.0,269.0,93.0,6.4391,252300.0,<1H OCEAN,5.32258064516129,2.89247311827957,0.1818181818181818
-118.33,33.86,38.0,914.0,176.0,519.0,174.0,6.0335,255400.0,<1H OCEAN,5.252873563218391,2.9827586206896552,0.1925601750547046
-118.33,33.86,36.0,854.0,160.0,473.0,150.0,6.3992,259600.0,<1H OCEAN,5.693333333333333,3.1533333333333333,0.1873536299765808
-118.33,33.86,38.0,1059.0,218.0,561.0,205.0,4.0,248600.0,<1H OCEAN,5.1658536585365855,2.7365853658536587,0.2058545797922568
-118.34,33.86,36.0,2223.0,360.0,1162.0,376.0,5.259,279400.0,<1H OCEAN,5.912234042553192,3.0904255319148937,0.1619433198380566
-118.34,33.86,35.0,1936.0,343.0,1008.0,346.0,5.4791,285900.0,<1H OCEAN,5.595375722543353,2.913294797687861,0.1771694214876033
-118.34,33.87,28.0,2948.0,566.0,1445.0,524.0,5.3743,286500.0,<1H OCEAN,5.625954198473282,2.7576335877862594,0.1919945725915875
-118.35,33.87,37.0,1420.0,286.0,886.0,290.0,4.5833,261300.0,<1H OCEAN,4.896551724137931,3.055172413793104,0.2014084507042253
-118.35,33.87,34.0,2823.0,500.0,1429.0,483.0,5.5,279600.0,<1H OCEAN,5.84472049689441,2.958592132505176,0.1771165426850867
-118.35,33.87,28.0,2319.0,579.0,1369.0,564.0,3.6169,257000.0,<1H OCEAN,4.111702127659575,2.4273049645390072,0.2496765847347994
